ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0373264690,Don't Leave Me (Worldwide Library Mysteries),Clare Curzon,2003,Worldwide Library,http://images.amazon.com/images/P/0373264690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373264690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373264690.01.LZZZZZZZ.jpg
0451135091,Key to Rebecca,Ken Follett,1985,Signet Book,http://images.amazon.com/images/P/0451135091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451135091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451135091.01.LZZZZZZZ.jpg
3880220328,Violetta (Rotbuch Krimi),Pieke Biermann,1990,Rotbuch,http://images.amazon.com/images/P/3880220328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3880220328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3880220328.01.LZZZZZZZ.jpg
0373870329,"Sweet Charity  (Faith Hope & Charity) (Love Inspired , No 32)",Lois Richer,1998,Steeple Hill,http://images.amazon.com/images/P/0373870329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373870329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373870329.01.LZZZZZZZ.jpg
0345368010,"The Flexibility Factor: Why People Who Thrive on Change Are Successful, and How You Can Become One of Them",Jacquelyn Wonder,1991,Ballantine Books,http://images.amazon.com/images/P/0345368010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368010.01.LZZZZZZZ.jpg
0216923905,Megan's Star,Allan Baillie,1988,Blackie Children's Books,http://images.amazon.com/images/P/0216923905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0216923905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0216923905.01.LZZZZZZZ.jpg
0671826123,TOWARDS ZERO,Agatha Christie,1979,Pocket,http://images.amazon.com/images/P/0671826123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671826123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671826123.01.LZZZZZZZ.jpg
0373790317,"Good Time Girl (Blaze, 27)",Candace Schuler,2002,Harlequin,http://images.amazon.com/images/P/0373790317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373790317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373790317.01.LZZZZZZZ.jpg
0395907713,Sparks of Genius: The Thirteen Thinking Tools of the World's Most Creative People,Robert Root-Bernstein,2000,Houghton Mifflin Co,http://images.amazon.com/images/P/0395907713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395907713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395907713.01.LZZZZZZZ.jpg
0140502610,Madeline and the Gypsies (Picture Puffin),Ludwig Bemelmans,1977,Puffin Books,http://images.amazon.com/images/P/0140502610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140502610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140502610.01.LZZZZZZZ.jpg
0736411771,Simba's Daring Rescue (Jellybean Books(R).),Andrea Posner-Sanchez,2001,Disney Press,http://images.amazon.com/images/P/0736411771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736411771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736411771.01.LZZZZZZZ.jpg
0312974698,The Lighthouse Keeper,James Michael Pratt,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974698.01.LZZZZZZZ.jpg
0373096569,"Accompanying Alice (Special Edition, No 656)",Terese Ramin,1991,Silhouette,http://images.amazon.com/images/P/0373096569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373096569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373096569.01.LZZZZZZZ.jpg
3858691577,GrÃ¼ningers Fall: Geschichten von Flucht und Hilfe,Stefan Keller,1998,Rotpunktverlag,http://images.amazon.com/images/P/3858691577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3858691577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3858691577.01.LZZZZZZZ.jpg
0553502662,Disobedience,Jane Hamilton,2000,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553502662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553502662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553502662.01.LZZZZZZZ.jpg
0397009550,A dying fall;: A mystery novel,Hildegarde Dolson,1973,Lippincott,http://images.amazon.com/images/P/0397009550.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397009550.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397009550.01.LZZZZZZZ.jpg
006054161X,The Perricone Prescription Personal Journal : Your Total Body and Face Rejuvenation Daybook,Nicholas Perricone,2002,HarperResource,http://images.amazon.com/images/P/006054161X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006054161X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006054161X.01.LZZZZZZZ.jpg
0815626681,"Faith and Freedom: Women's Human Rights in the Muslim World (Gender, Culture, and Politics in the Middle East)",Mahnaz Afkhami,1995,Syracuse University Press,http://images.amazon.com/images/P/0815626681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0815626681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0815626681.01.LZZZZZZZ.jpg
0486243907,Uniforms of the Napoleonic Wars Coloring Book,Peter Copeland,1982,Dover Publications,http://images.amazon.com/images/P/0486243907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486243907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486243907.01.LZZZZZZZ.jpg
0749905301,Hot Property,Zoe Barnes,2000,Judy Piatkus Publishers Ltd,http://images.amazon.com/images/P/0749905301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749905301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749905301.01.LZZZZZZZ.jpg
0761539867,WWE WrestleMania x8 : Prima's Official Strategy Guide (Prima's Official Strategy Guides),KEITH KOLMOS,2002,Prima Games,http://images.amazon.com/images/P/0761539867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0761539867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0761539867.01.LZZZZZZZ.jpg
0827600844,The Second Jewish Catalog: Sources and Resources,Michael Strassfeld,1976,Jewish Publication Society of America,http://images.amazon.com/images/P/0827600844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0827600844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0827600844.01.LZZZZZZZ.jpg
0721705707,Journeys in Reading: Level Six: Knock at My Door (Journeys in Reading),Jaap Tuinman,1995,Schofield & Sims Ltd,http://images.amazon.com/images/P/0721705707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0721705707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0721705707.01.LZZZZZZZ.jpg
0316181374,Chutzpah,Alan M. Dershowitz,1991,Little Brown & Co,http://images.amazon.com/images/P/0316181374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316181374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316181374.01.LZZZZZZZ.jpg
0805013709,Edisto,Padgett Powell,1985,Henry Holt & Company,http://images.amazon.com/images/P/0805013709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805013709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805013709.01.LZZZZZZZ.jpg
3257228287,Esaus KuÃ?Â?. Eine Familiensaga.,Meir Shalev,1995,Diogenes Verlag,http://images.amazon.com/images/P/3257228287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257228287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257228287.01.LZZZZZZZ.jpg
0345437950,Dr. Miriam Stoppard's New Pregnancy & Birth Book,"Miriam, Dr Stoppard",2000,Ballantine Books,http://images.amazon.com/images/P/0345437950.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345437950.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345437950.01.LZZZZZZZ.jpg
0451118219,Malpractice,John R. Feegel,1982,New American Library,http://images.amazon.com/images/P/0451118219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451118219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451118219.01.LZZZZZZZ.jpg
0156029952,Timoleon Vieta Come Home : A Sentimental Journey,Dan Rhodes,2004,Harvest Books,http://images.amazon.com/images/P/0156029952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029952.01.LZZZZZZZ.jpg
0385335989,Drums of Autumn,DIANA GABALDON,2001,Delta,http://images.amazon.com/images/P/0385335989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.LZZZZZZZ.jpg
0505519895,Addy Starr (Love Spell),Ruth Ryan Langan,1994,Love Spell,http://images.amazon.com/images/P/0505519895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505519895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505519895.01.LZZZZZZZ.jpg
344272144x,Inspektor Kajetan und die Sache Koslowski.,Robert HÃ?Â¼ltner,1998,btb,http://images.amazon.com/images/P/344272144X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/344272144X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/344272144X.01.LZZZZZZZ.jpg
0965011615,The World's Best Short Stories (of all time),Steve Moss,2001,Quality Paperback Book Club,http://images.amazon.com/images/P/0965011615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965011615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965011615.01.LZZZZZZZ.jpg
0395051029,Wuthering Heights,Emily Bronte,1956,Houghton Mifflin Company,http://images.amazon.com/images/P/0395051029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395051029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395051029.01.LZZZZZZZ.jpg
1565296672,"Creating Multimedia Presentations (Programming Series (Carmel, Ind.).)",Douglas E. Wolfgram,1994,Macmillan Computer Pub,http://images.amazon.com/images/P/1565296672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565296672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565296672.01.LZZZZZZZ.jpg
0373255454,"When It'S Right (Harlequin Temptation, No. 445)",Gina Wilkins,1993,Harlequin,http://images.amazon.com/images/P/0373255454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373255454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373255454.01.LZZZZZZZ.jpg
0786603291,Mel Bay's Complete Irish Fiddle Player,Peter Cooper,1998,Mel Bay Publications,http://images.amazon.com/images/P/0786603291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786603291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786603291.01.LZZZZZZZ.jpg
0684814625,The RESCUE OF MEMORY,Cheryl Pearl Sucher,1997,Scribner,http://images.amazon.com/images/P/0684814625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684814625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684814625.01.LZZZZZZZ.jpg
3442354714,Lucy rÃ?Â¤umt auf.,Caroline Preston,2001,Goldmann,http://images.amazon.com/images/P/3442354714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442354714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442354714.01.LZZZZZZZ.jpg
0671623206,LONESOME DOVE    X,Larry McMurtry,1986,Pocket,http://images.amazon.com/images/P/0671623206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671623206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671623206.01.LZZZZZZZ.jpg
0743244729,How to Change Your Entire Life By Doing Absolutely Nothing: 10 Do-Nothing Relaxation Exercises to Calm You Down Quickly So You Can Speed Forward Faster,Karen Salmansohn,2003,Simon & Schuster,http://images.amazon.com/images/P/0743244729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743244729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743244729.01.LZZZZZZZ.jpg
042507448x,Gods of Riverworld 5 (Riverworld Saga),Philip Jose Farmer,1985,Penguin Putnam~mass,http://images.amazon.com/images/P/042507448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042507448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042507448X.01.LZZZZZZZ.jpg
0060171316,Mr. Ives' Christmas,Oscar Hijuelos,1995,Harpercollins,http://images.amazon.com/images/P/0060171316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060171316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060171316.01.LZZZZZZZ.jpg
0613044967,Animorphs: Change (Animorphs (Paperback Numbered)),K.A. Applegate,1999,Sagebrush Bound,http://images.amazon.com/images/P/0613044967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613044967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613044967.01.LZZZZZZZ.jpg
0380899310,Vengence Game (Miami Vice),Stephen Grave,1985,Avon Books,http://images.amazon.com/images/P/0380899310.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380899310.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380899310.01.LZZZZZZZ.jpg
0521827043,Life's Solution : Inevitable Humans in a Lonely Universe,Simon Conway Morris,2003,Cambridge University Press,http://images.amazon.com/images/P/0521827043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0521827043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0521827043.01.LZZZZZZZ.jpg
8408041894,LA Muchacha De Las Bragas De Oro,Juan Marse,2003,Planeta,http://images.amazon.com/images/P/8408041894.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8408041894.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8408041894.01.LZZZZZZZ.jpg
0312873794,Scion of Cyador (Saga of Recluce (Hardcover)),"L. E., Jr. Modesitt",2000,Tor Books,http://images.amazon.com/images/P/0312873794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312873794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312873794.01.LZZZZZZZ.jpg
2253057649,Dors ma jolie,Mary Higgins Clark,1991,LGF,http://images.amazon.com/images/P/2253057649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253057649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253057649.01.LZZZZZZZ.jpg
0061040037,Loving God,Charles Colson,1990,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061040037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040037.01.LZZZZZZZ.jpg
0941483029,Memory Board,Jane Rule,1987,Naiad Press,http://images.amazon.com/images/P/0941483029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0941483029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0941483029.01.LZZZZZZZ.jpg
0671201581,The History of Western Philosophy,Bertrand Russell,0,Touchstone,http://images.amazon.com/images/P/0671201581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671201581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671201581.01.LZZZZZZZ.jpg
8471768267,Resuelve El Misterio: El Misterio De LA Casa Embrujada/Solve the Mystery of the Haunted House,M. Masters,1985,Lectorum Pubns (J),http://images.amazon.com/images/P/8471768267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8471768267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8471768267.01.LZZZZZZZ.jpg
0440145635,"Knockout (Candlelight Ecstasy, No 441)",Joanne Bremer,1986,Dell Publishing,http://images.amazon.com/images/P/0440145635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440145635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440145635.01.LZZZZZZZ.jpg
0898153999,Jim Wood's Guide to San Francisco Restaurants,Jim Wood,1990,Ten Speed Press,http://images.amazon.com/images/P/0898153999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898153999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898153999.01.LZZZZZZZ.jpg
0874771919,The Aquarian Conspiracy: Personal and Social Transformation in the 1980s,Marilyn Ferguson,1981,Penguin Putnam~childrens Hc,http://images.amazon.com/images/P/0874771919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874771919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874771919.01.LZZZZZZZ.jpg
3821818271,Hey.,Walter Moers,1993,Eichborn,http://images.amazon.com/images/P/3821818271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3821818271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3821818271.01.LZZZZZZZ.jpg
0060509104,The Warrior's Game (Avon Historical Romance),Denise Hampton,2002,Avon,http://images.amazon.com/images/P/0060509104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060509104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060509104.01.LZZZZZZZ.jpg
1879384329,Pleistocene Redemption,Dan Gallagher,1997,Independent Publishers+group,http://images.amazon.com/images/P/1879384329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1879384329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1879384329.01.LZZZZZZZ.jpg
0618002073,Nike,Nicholas Flokos,2000,Mariner Books,http://images.amazon.com/images/P/0618002073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002073.01.LZZZZZZZ.jpg
0030061091,A regency lady's faery bower,Amelia Jane Murray,1985,"Holt, Rinehart, and Winston",http://images.amazon.com/images/P/0030061091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030061091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030061091.01.LZZZZZZZ.jpg
0671834126,The War Hound and the World's Pain,Michael Moorcock,1982,Pocket,http://images.amazon.com/images/P/0671834126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671834126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671834126.01.LZZZZZZZ.jpg
0139421521,VAX Assembly Language (2nd Edition),Sara Baase,1992,Prentice Hall,http://images.amazon.com/images/P/0139421521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0139421521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0139421521.01.LZZZZZZZ.jpg
8423321592,Las palabras perdidas (ColecciÃ³n Ancora y delfÃ­n),JesÃºs DÃ­az,1992,Ediciones Destino,http://images.amazon.com/images/P/8423321592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423321592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423321592.01.LZZZZZZZ.jpg
0395851572,Turtle Time,Sandal Stoddard,1997,Walter Lorraine Books,http://images.amazon.com/images/P/0395851572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395851572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395851572.01.LZZZZZZZ.jpg
0813308488,Philosophy of Law: An Introduction to Jurisprudence (Dimensions of Philosophy Series),Jeffrie G. Murphy,1990,Westview Press,http://images.amazon.com/images/P/0813308488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0813308488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0813308488.01.LZZZZZZZ.jpg
0809497255,Indians of the Western Range (American Indians),Time-Life Books,1995,Time-Life Books,http://images.amazon.com/images/P/0809497255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809497255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809497255.01.LZZZZZZZ.jpg
0312315325,Choke Point : A Brinker Mystery (Brinker P.I.),James Mitchell,2004,St. Martin's Minotaur,http://images.amazon.com/images/P/0312315325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312315325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312315325.01.LZZZZZZZ.jpg
0553214365,The Last Man (Bantam Classic),Mary Wollstonecraft Shelley,1994,Bantam Books,http://images.amazon.com/images/P/0553214365.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553214365.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553214365.01.LZZZZZZZ.jpg
0553293397,The Naked Sun,Isaac Asimov,1991,Bantam,http://images.amazon.com/images/P/0553293397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553293397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553293397.01.LZZZZZZZ.jpg
0694523887,Hong Kong : A Jake Grafton Novel (Jake Grafton Novels (Audio)),Stephen Coonts,2000,HarperAudio,http://images.amazon.com/images/P/0694523887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694523887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694523887.01.LZZZZZZZ.jpg
0763608459,The King of the Golden River: A Legend of Stiria (Candlewick Treasures),John Ruskin,2000,Candlewick Press (MA),http://images.amazon.com/images/P/0763608459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0763608459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0763608459.01.LZZZZZZZ.jpg
0312130287,Bird in a Cage: A Deb Ralston Mystery (Detective Deb Ralston),Lee Martin,1995,St Martins Pr,http://images.amazon.com/images/P/0312130287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312130287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312130287.01.LZZZZZZZ.jpg
0811806812,Cinderella's Revenge,Samuele Mazza,1994,Chronicle Books,http://images.amazon.com/images/P/0811806812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811806812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811806812.01.LZZZZZZZ.jpg
1567992846,Dead Before Their Time,Diana Karanikas Harvey,1996,MetroBooks (NY),http://images.amazon.com/images/P/1567992846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567992846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567992846.01.LZZZZZZZ.jpg
0373970013,Antigua Kiss,Anne Weale,1983,Worldwide Library,http://images.amazon.com/images/P/0373970013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373970013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373970013.01.LZZZZZZZ.jpg
0458951102,Hans Christian Andersen's the Little Mermaid,Margaret Maloney,1984,Methuen,http://images.amazon.com/images/P/0458951102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0458951102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0458951102.01.LZZZZZZZ.jpg
0819310034,Sylvester Bear overslept,Jan Wahl,1979,Parents' Magazine Press,http://images.amazon.com/images/P/0819310034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0819310034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0819310034.01.LZZZZZZZ.jpg
0786808772,Summerland,Michael Chabon,2002,Miramax Kids,http://images.amazon.com/images/P/0786808772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786808772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786808772.01.LZZZZZZZ.jpg
0380777851,"My Teacher's a Bug (Spinetinglers, No 3)",M. T. Coffin,1995,Avon Books,http://images.amazon.com/images/P/0380777851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380777851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380777851.01.LZZZZZZZ.jpg
0823049043,Spirit of the Living Room (Spirit of the Home),Jane Alexander,2002,Watson-Guptill Publications,http://images.amazon.com/images/P/0823049043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0823049043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0823049043.01.LZZZZZZZ.jpg
1841484253,Playtime Rhymes for Little People,Clare Beaton,2001,Barefoot Books,http://images.amazon.com/images/P/1841484253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841484253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841484253.01.LZZZZZZZ.jpg
0824940415,Hymns of Faith and Inspiration,Pamela J. Kennedy,1991,Ideals Publications,http://images.amazon.com/images/P/0824940415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0824940415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0824940415.01.LZZZZZZZ.jpg
2290313238,"L'Assassin Royal, tome 2 : L'Assassin du roi",Robin Hobb,2001,J'ai lu,http://images.amazon.com/images/P/2290313238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290313238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290313238.01.LZZZZZZZ.jpg
0765305984,The Omega Expedition,Brian Stableford,2003,Tor Books,http://images.amazon.com/images/P/0765305984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765305984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765305984.01.LZZZZZZZ.jpg
0373122454,"The Boss's Proposal (Harlequin Presents, No. 2245)",Cathy Williams,2002,Harlequin,http://images.amazon.com/images/P/0373122454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373122454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373122454.01.LZZZZZZZ.jpg
0583300693,Silver Brumbies of the South,Elyne Mitchell,1968,HarperCollins Publishers,http://images.amazon.com/images/P/0583300693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0583300693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0583300693.01.LZZZZZZZ.jpg
0821772368,A Rag-Mannered Rogue (Zebra Regency Romance),Hayley Ann Solomon,2002,Zebra Books,http://images.amazon.com/images/P/0821772368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821772368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821772368.01.LZZZZZZZ.jpg
3442150639,Die Aldi- Welt. Nachforschungen im Reich der Discount- MilliardÃ?Â¤re.,Hannes Hintermeier,2000,Goldmann,http://images.amazon.com/images/P/3442150639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442150639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442150639.01.LZZZZZZZ.jpg
0786705965,Shakespearean Detectives,Michael Ashley,1998,Carroll & Graf Publishers,http://images.amazon.com/images/P/0786705965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786705965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786705965.01.LZZZZZZZ.jpg
0553128248,Long Valley,John Steinbeck,1976,Bantam Books (Mm),http://images.amazon.com/images/P/0553128248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553128248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553128248.01.LZZZZZZZ.jpg
0333568745,River god,Wilbur A Smith,1993,Macmillan,http://images.amazon.com/images/P/0333568745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0333568745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0333568745.01.LZZZZZZZ.jpg
082172505X,Midnight Slave,Rochelle Wayne,1989,Zebra Books,http://images.amazon.com/images/P/082172505X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082172505X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082172505X.01.LZZZZZZZ.jpg
